timestamp,station_code,station_name,crowd_count,congestion_level
2026-06-16 09:00:00,NDLS,New Delhi,8550,high
2026-06-16 10:00:00,NDLS,New Delhi,6361,high
2026-06-16 11:00:00,NDLS,New Delhi,6310,high
2026-06-16 12:00:00,NDLS,New Delhi,6279,high
2026-06-16 13:00:00,NDLS,New Delhi,7010,high
2026-06-16 14:00:00,NDLS,New Delhi,5294,high
2026-06-16 15:00:00,NDLS,New Delhi,5176,high
2026-06-16 16:00:00,NDLS,New Delhi,5135,high
2026-06-16 17:00:00,NDLS,New Delhi,7700,high
2026-06-16 18:00:00,NDLS,New Delhi,8550,high
2026-06-16 19:00:00,NDLS,New Delhi,8550,high
2026-06-16 20:00:00,NDLS,New Delhi,8550,high
2026-06-16 21:00:00,NDLS,New Delhi,6363,high
2026-06-16 22:00:00,NDLS,New Delhi,4815,high
2026-06-16 23:00:00,NDLS,New Delhi,2466,medium
2026-06-17 00:00:00,NDLS,New Delhi,649,low
2026-06-17 01:00:00,NDLS,New Delhi,380,low
2026-06-17 02:00:00,NDLS,New Delhi,1246,low
2026-06-17 03:00:00,NDLS,New Delhi,1351,low
2026-06-17 04:00:00,NDLS,New Delhi,1344,low
2026-06-17 05:00:00,NDLS,New Delhi,793,low
2026-06-17 06:00:00,NDLS,New Delhi,2120,medium
2026-06-17 07:00:00,NDLS,New Delhi,4448,high
2026-06-17 08:00:00,NDLS,New Delhi,5126,high
2026-06-17 09:00:00,NDLS,New Delhi,4732,high
2026-06-17 10:00:00,NDLS,New Delhi,3145,medium
2026-06-17 11:00:00,NDLS,New Delhi,3657,high
2026-06-17 12:00:00,NDLS,New Delhi,3621,high
2026-06-17 13:00:00,NDLS,New Delhi,3450,high
2026-06-17 14:00:00,NDLS,New Delhi,2755,medium
2026-06-17 15:00:00,NDLS,New Delhi,3476,high
2026-06-17 16:00:00,NDLS,New Delhi,3381,high
2026-06-17 17:00:00,NDLS,New Delhi,4536,high
2026-06-17 18:00:00,NDLS,New Delhi,5238,high
2026-06-17 19:00:00,NDLS,New Delhi,4739,high
2026-06-17 20:00:00,NDLS,New Delhi,5244,high
2026-06-17 21:00:00,NDLS,New Delhi,3765,high
2026-06-17 22:00:00,NDLS,New Delhi,2810,medium
2026-06-17 23:00:00,NDLS,New Delhi,1662,low
2026-06-18 00:00:00,NDLS,New Delhi,530,low
2026-06-18 01:00:00,NDLS,New Delhi,1250,low
2026-06-18 02:00:00,NDLS,New Delhi,797,low
2026-06-18 03:00:00,NDLS,New Delhi,808,low
2026-06-18 04:00:00,NDLS,New Delhi,575,low
2026-06-18 05:00:00,NDLS,New Delhi,709,low
2026-06-18 06:00:00,NDLS,New Delhi,2103,medium
2026-06-18 07:00:00,NDLS,New Delhi,4326,high
2026-06-18 08:00:00,NDLS,New Delhi,5060,high
2026-06-18 09:00:00,NDLS,New Delhi,5033,high
2026-06-18 10:00:00,NDLS,New Delhi,4097,high
2026-06-18 11:00:00,NDLS,New Delhi,3289,medium
2026-06-18 12:00:00,NDLS,New Delhi,3894,high
2026-06-18 13:00:00,NDLS,New Delhi,3650,high
2026-06-18 14:00:00,NDLS,New Delhi,1794,low
2026-06-18 15:00:00,NDLS,New Delhi,3970,high
2026-06-18 16:00:00,NDLS,New Delhi,2846,medium
2026-06-18 17:00:00,NDLS,New Delhi,3941,high
2026-06-18 18:00:00,NDLS,New Delhi,5648,high
2026-06-18 19:00:00,NDLS,New Delhi,5709,high
2026-06-18 20:00:00,NDLS,New Delhi,4969,high
2026-06-18 21:00:00,NDLS,New Delhi,3581,high
2026-06-18 22:00:00,NDLS,New Delhi,2268,medium
2026-06-18 23:00:00,NDLS,New Delhi,1419,low
2026-06-19 00:00:00,NDLS,New Delhi,835,low
2026-06-19 01:00:00,NDLS,New Delhi,1058,low
2026-06-19 02:00:00,NDLS,New Delhi,735,low
2026-06-19 03:00:00,NDLS,New Delhi,591,low
2026-06-19 04:00:00,NDLS,New Delhi,819,low
2026-06-19 05:00:00,NDLS,New Delhi,570,low
2026-06-19 06:00:00,NDLS,New Delhi,2307,medium
2026-06-19 07:00:00,NDLS,New Delhi,4548,high
2026-06-19 08:00:00,NDLS,New Delhi,5375,high
2026-06-19 09:00:00,NDLS,New Delhi,5337,high
2026-06-19 10:00:00,NDLS,New Delhi,3212,medium
2026-06-19 11:00:00,NDLS,New Delhi,2743,medium
2026-06-19 12:00:00,NDLS,New Delhi,4078,high
2026-06-19 13:00:00,NDLS,New Delhi,4013,high
2026-06-19 14:00:00,NDLS,New Delhi,2578,medium
2026-06-19 15:00:00,NDLS,New Delhi,3169,medium
2026-06-19 16:00:00,NDLS,New Delhi,2902,medium
2026-06-19 17:00:00,NDLS,New Delhi,4113,high
2026-06-19 18:00:00,NDLS,New Delhi,5172,high
2026-06-19 19:00:00,NDLS,New Delhi,4875,high
2026-06-19 20:00:00,NDLS,New Delhi,5127,high
2026-06-19 21:00:00,NDLS,New Delhi,3900,high
2026-06-19 22:00:00,NDLS,New Delhi,2660,medium
2026-06-19 23:00:00,NDLS,New Delhi,1068,low
2026-06-20 00:00:00,NDLS,New Delhi,720,low
2026-06-20 01:00:00,NDLS,New Delhi,372,low
2026-06-20 02:00:00,NDLS,New Delhi,400,low
2026-06-20 03:00:00,NDLS,New Delhi,610,low
2026-06-20 04:00:00,NDLS,New Delhi,415,low
2026-06-20 05:00:00,NDLS,New Delhi,209,low
2026-06-20 06:00:00,NDLS,New Delhi,1361,low
2026-06-20 07:00:00,NDLS,New Delhi,3045,medium
2026-06-20 08:00:00,NDLS,New Delhi,3926,high
2026-06-20 09:00:00,NDLS,New Delhi,4123,high
2026-06-20 10:00:00,NDLS,New Delhi,2731,medium
2026-06-20 11:00:00,NDLS,New Delhi,2279,medium
2026-06-20 12:00:00,NDLS,New Delhi,2585,medium
2026-06-20 13:00:00,NDLS,New Delhi,2810,medium
2026-06-20 14:00:00,NDLS,New Delhi,1548,low
2026-06-20 15:00:00,NDLS,New Delhi,2440,medium
2026-06-20 16:00:00,NDLS,New Delhi,2571,medium
2026-06-20 17:00:00,NDLS,New Delhi,3350,medium
2026-06-20 18:00:00,NDLS,New Delhi,3092,medium
2026-06-20 19:00:00,NDLS,New Delhi,3973,high
2026-06-20 20:00:00,NDLS,New Delhi,3210,medium
2026-06-20 21:00:00,NDLS,New Delhi,3240,medium
2026-06-20 22:00:00,NDLS,New Delhi,1153,low
2026-06-20 23:00:00,NDLS,New Delhi,455,low
2026-06-21 00:00:00,NDLS,New Delhi,706,low
2026-06-21 01:00:00,NDLS,New Delhi,62,low
2026-06-21 02:00:00,NDLS,New Delhi,0,low
2026-06-21 03:00:00,NDLS,New Delhi,185,low
2026-06-21 04:00:00,NDLS,New Delhi,735,low
2026-06-21 05:00:00,NDLS,New Delhi,149,low
2026-06-21 06:00:00,NDLS,New Delhi,1150,low
2026-06-21 07:00:00,NDLS,New Delhi,3355,medium
2026-06-21 08:00:00,NDLS,New Delhi,3874,high
2026-06-21 09:00:00,NDLS,New Delhi,4322,high
2026-06-21 10:00:00,NDLS,New Delhi,2824,medium
2026-06-21 11:00:00,NDLS,New Delhi,2394,medium
2026-06-21 12:00:00,NDLS,New Delhi,2453,medium
2026-06-21 13:00:00,NDLS,New Delhi,3098,medium
2026-06-21 14:00:00,NDLS,New Delhi,1882,medium
2026-06-21 15:00:00,NDLS,New Delhi,1732,low
2026-06-21 16:00:00,NDLS,New Delhi,2296,medium
2026-06-21 17:00:00,NDLS,New Delhi,2880,medium
2026-06-21 18:00:00,NDLS,New Delhi,3314,medium
2026-06-21 19:00:00,NDLS,New Delhi,4097,high
2026-06-21 20:00:00,NDLS,New Delhi,4200,high
2026-06-21 21:00:00,NDLS,New Delhi,2471,medium
2026-06-21 22:00:00,NDLS,New Delhi,1802,medium
2026-06-21 23:00:00,NDLS,New Delhi,793,low
2026-06-22 00:00:00,NDLS,New Delhi,712,low
2026-06-22 01:00:00,NDLS,New Delhi,610,low
2026-06-22 02:00:00,NDLS,New Delhi,228,low
2026-06-22 03:00:00,NDLS,New Delhi,784,low
2026-06-22 04:00:00,NDLS,New Delhi,652,low
2026-06-22 05:00:00,NDLS,New Delhi,821,low
2026-06-22 06:00:00,NDLS,New Delhi,2306,medium
2026-06-22 07:00:00,NDLS,New Delhi,4690,high
2026-06-22 08:00:00,NDLS,New Delhi,5326,high
2026-06-22 09:00:00,NDLS,New Delhi,4223,high
2026-06-22 10:00:00,NDLS,New Delhi,2988,medium
2026-06-22 11:00:00,NDLS,New Delhi,3394,high
2026-06-22 12:00:00,NDLS,New Delhi,3917,high
2026-06-22 13:00:00,NDLS,New Delhi,3249,medium
2026-06-22 14:00:00,NDLS,New Delhi,2561,medium
2026-06-22 15:00:00,NDLS,New Delhi,3468,high
2026-06-22 16:00:00,NDLS,New Delhi,1923,medium
2026-06-22 17:00:00,NDLS,New Delhi,4017,high
2026-06-22 18:00:00,NDLS,New Delhi,4928,high
2026-06-22 19:00:00,NDLS,New Delhi,5024,high
2026-06-22 20:00:00,NDLS,New Delhi,5042,high
2026-06-22 21:00:00,NDLS,New Delhi,4111,high
2026-06-22 22:00:00,NDLS,New Delhi,2930,medium
2026-06-22 23:00:00,NDLS,New Delhi,2406,medium
2026-06-23 00:00:00,NDLS,New Delhi,2044,medium
2026-06-23 01:00:00,NDLS,New Delhi,1376,low
2026-06-23 02:00:00,NDLS,New Delhi,1489,low
2026-06-23 03:00:00,NDLS,New Delhi,1779,low
2026-06-23 04:00:00,NDLS,New Delhi,2364,medium
2026-06-23 05:00:00,NDLS,New Delhi,1333,low
2026-06-23 06:00:00,NDLS,New Delhi,3874,high
2026-06-23 07:00:00,NDLS,New Delhi,7855,high
2026-06-23 08:00:00,NDLS,New Delhi,8550,high
2026-06-23 09:00:00,NDLS,New Delhi,8550,high
2026-06-23 10:00:00,NDLS,New Delhi,6111,high
2026-06-23 11:00:00,NDLS,New Delhi,5579,high
2026-06-23 12:00:00,NDLS,New Delhi,6624,high
2026-06-23 13:00:00,NDLS,New Delhi,6814,high
2026-06-23 14:00:00,NDLS,New Delhi,4983,high
2026-06-23 15:00:00,NDLS,New Delhi,5043,high
2026-06-23 16:00:00,NDLS,New Delhi,5538,high
2026-06-23 17:00:00,NDLS,New Delhi,7418,high
2026-06-23 18:00:00,NDLS,New Delhi,8550,high
2026-06-23 19:00:00,NDLS,New Delhi,8550,high
2026-06-23 20:00:00,NDLS,New Delhi,8550,high
2026-06-23 21:00:00,NDLS,New Delhi,6840,high
2026-06-23 22:00:00,NDLS,New Delhi,5421,high
2026-06-23 23:00:00,NDLS,New Delhi,2231,medium
2026-06-24 00:00:00,NDLS,New Delhi,802,low
2026-06-24 01:00:00,NDLS,New Delhi,1216,low
2026-06-24 02:00:00,NDLS,New Delhi,917,low
2026-06-24 03:00:00,NDLS,New Delhi,977,low
2026-06-24 04:00:00,NDLS,New Delhi,1612,low
2026-06-24 05:00:00,NDLS,New Delhi,1117,low
2026-06-24 06:00:00,NDLS,New Delhi,1786,low
2026-06-24 07:00:00,NDLS,New Delhi,4653,high
2026-06-24 08:00:00,NDLS,New Delhi,4968,high
2026-06-24 09:00:00,NDLS,New Delhi,5056,high
2026-06-24 10:00:00,NDLS,New Delhi,3758,high
2026-06-24 11:00:00,NDLS,New Delhi,3395,high
2026-06-24 12:00:00,NDLS,New Delhi,3523,high
2026-06-24 13:00:00,NDLS,New Delhi,3425,high
2026-06-24 14:00:00,NDLS,New Delhi,2904,medium
2026-06-24 15:00:00,NDLS,New Delhi,2754,medium
2026-06-24 16:00:00,NDLS,New Delhi,3203,medium
2026-06-24 17:00:00,NDLS,New Delhi,4219,high
2026-06-24 18:00:00,NDLS,New Delhi,5125,high
2026-06-24 19:00:00,NDLS,New Delhi,6293,high
2026-06-24 20:00:00,NDLS,New Delhi,5296,high
2026-06-24 21:00:00,NDLS,New Delhi,3626,high
2026-06-24 22:00:00,NDLS,New Delhi,2145,medium
2026-06-24 23:00:00,NDLS,New Delhi,890,low
2026-06-25 00:00:00,NDLS,New Delhi,286,low
2026-06-25 01:00:00,NDLS,New Delhi,747,low
2026-06-25 02:00:00,NDLS,New Delhi,769,low
2026-06-25 03:00:00,NDLS,New Delhi,994,low
2026-06-25 04:00:00,NDLS,New Delhi,413,low
2026-06-25 05:00:00,NDLS,New Delhi,608,low
2026-06-25 06:00:00,NDLS,New Delhi,1863,medium
2026-06-25 07:00:00,NDLS,New Delhi,4994,high
2026-06-25 08:00:00,NDLS,New Delhi,5227,high
2026-06-25 09:00:00,NDLS,New Delhi,5335,high
2026-06-25 10:00:00,NDLS,New Delhi,3767,high
2026-06-25 11:00:00,NDLS,New Delhi,3447,high
2026-06-25 12:00:00,NDLS,New Delhi,3602,high
2026-06-25 13:00:00,NDLS,New Delhi,3468,high
2026-06-25 14:00:00,NDLS,New Delhi,2741,medium
2026-06-25 15:00:00,NDLS,New Delhi,2833,medium
2026-06-25 16:00:00,NDLS,New Delhi,2762,medium
2026-06-25 17:00:00,NDLS,New Delhi,4057,high
2026-06-25 18:00:00,NDLS,New Delhi,5863,high
2026-06-25 19:00:00,NDLS,New Delhi,4696,high
2026-06-25 20:00:00,NDLS,New Delhi,4434,high
2026-06-25 21:00:00,NDLS,New Delhi,4019,high
2026-06-25 22:00:00,NDLS,New Delhi,3085,medium
2026-06-25 23:00:00,NDLS,New Delhi,1198,low
2026-06-26 00:00:00,NDLS,New Delhi,1079,low
2026-06-26 01:00:00,NDLS,New Delhi,1374,low
2026-06-26 02:00:00,NDLS,New Delhi,695,low
2026-06-26 03:00:00,NDLS,New Delhi,855,low
2026-06-26 04:00:00,NDLS,New Delhi,483,low
2026-06-26 05:00:00,NDLS,New Delhi,549,low
2026-06-26 06:00:00,NDLS,New Delhi,1928,medium
2026-06-26 07:00:00,NDLS,New Delhi,4666,high
2026-06-26 08:00:00,NDLS,New Delhi,5714,high
2026-06-26 09:00:00,NDLS,New Delhi,5426,high
2026-06-26 10:00:00,NDLS,New Delhi,3056,medium
2026-06-26 11:00:00,NDLS,New Delhi,3086,medium
2026-06-26 12:00:00,NDLS,New Delhi,3495,high
2026-06-26 13:00:00,NDLS,New Delhi,3631,high
2026-06-26 14:00:00,NDLS,New Delhi,3063,medium
2026-06-26 15:00:00,NDLS,New Delhi,2314,medium
2026-06-26 16:00:00,NDLS,New Delhi,2475,medium
2026-06-26 17:00:00,NDLS,New Delhi,4791,high
2026-06-26 18:00:00,NDLS,New Delhi,5352,high
2026-06-26 19:00:00,NDLS,New Delhi,5334,high
2026-06-26 20:00:00,NDLS,New Delhi,4682,high
2026-06-26 21:00:00,NDLS,New Delhi,4262,high
2026-06-26 22:00:00,NDLS,New Delhi,2795,medium
2026-06-26 23:00:00,NDLS,New Delhi,779,low
